timestamp,admissions,discharges,staff_count,flu_cases,bed_occupancy
2019-01-04 14:00:00,11,26,43,1,55.0
2019-01-04 15:00:00,19,20,54,9,64.62
2019-01-04 16:00:00,37,21,33,1,64.42
2019-01-04 17:00:00,39,15,42,10,73.42
2019-01-04 18:00:00,24,11,55,3,68.21
2019-01-04 19:00:00,38,42,47,16,64.31
2019-01-04 20:00:00,39,28,56,7,67.32
2019-01-04 21:00:00,22,14,53,1,69.07
2019-01-04 22:00:00,42,35,42,12,61.99
2019-01-04 23:00:00,18,36,45,6,58.8
2019-01-05 00:00:00,17,41,65,4,59.62
2019-01-05 01:00:00,33,11,65,11,83.42
2019-01-05 02:00:00,32,29,31,17,68.73
2019-01-05 03:00:00,13,42,56,17,55.0
2019-01-05 04:00:00,39,35,48,7,68.88
2019-01-05 05:00:00,15,14,30,15,64.0
2019-01-05 06:00:00,38,39,53,3,64.3
2019-01-05 07:00:00,8,21,30,15,55.0
2019-01-05 08:00:00,38,24,41,16,65.58
2019-01-05 09:00:00,37,26,55,9,65.48
2019-01-05 10:00:00,37,34,60,9,59.24
2019-01-05 11:00:00,33,10,45,10,63.37
2019-01-05 12:00:00,25,25,59,1,55.0
2019-01-05 13:00:00,34,36,61,15,58.4
2019-01-05 14:00:00,18,26,46,13,56.76
2019-01-05 15:00:00,37,16,36,15,68.84
2019-01-05 16:00:00,29,8,54,2,82.59
2019-01-05 17:00:00,25,26,30,14,55.0
2019-01-05 18:00:00,27,32,63,6,62.16
2019-01-05 19:00:00,29,26,44,14,69.21
2019-01-05 20:00:00,9,42,58,17,55.0
2019-01-05 21:00:00,13,28,57,15,60.08
2019-01-05 22:00:00,17,24,47,16,65.86
2019-01-05 23:00:00,12,8,65,2,70.1
2019-01-06 00:00:00,24,26,59,5,73.01
2019-01-06 01:00:00,33,12,62,5,84.29
2019-01-06 02:00:00,32,32,33,9,60.85
2019-01-06 03:00:00,25,11,47,17,73.93
2019-01-06 04:00:00,40,39,65,12,60.17
2019-01-06 05:00:00,29,17,60,9,76.91
2019-01-06 06:00:00,11,22,46,14,56.51
2019-01-06 07:00:00,37,11,32,3,78.79
2019-01-06 08:00:00,29,13,40,11,67.17
2019-01-06 09:00:00,32,40,51,9,55.0
2019-01-06 10:00:00,29,16,53,3,76.16
2019-01-06 11:00:00,29,24,64,11,62.39
2019-01-06 12:00:00,11,42,33,15,55.0
2019-01-06 13:00:00,29,29,44,14,61.7
2019-01-06 14:00:00,38,7,40,15,82.36
2019-01-06 15:00:00,19,19,65,14,59.57
2019-01-06 16:00:00,30,20,36,8,63.51
2019-01-06 17:00:00,9,16,38,0,56.8
2019-01-06 18:00:00,21,14,41,17,60.57
2019-01-06 19:00:00,24,24,33,8,58.76
2019-01-06 20:00:00,45,19,53,11,86.04
2019-01-06 21:00:00,16,16,49,0,64.61
2019-01-06 22:00:00,18,21,50,15,60.96
2019-01-06 23:00:00,23,18,63,15,68.65
2019-01-07 00:00:00,45,14,46,16,88.44
2019-01-07 01:00:00,40,22,41,3,68.44
2019-01-07 02:00:00,9,40,43,15,55.0
2019-01-07 03:00:00,16,24,59,11,72.53
2019-01-07 04:00:00,39,28,49,2,79.32
2019-01-07 05:00:00,10,42,36,10,55.0
2019-01-07 06:00:00,40,28,55,8,75.37
2019-01-07 07:00:00,18,14,57,11,69.96
2019-01-07 08:00:00,42,20,39,1,71.25
2019-01-07 09:00:00,19,24,50,10,60.77
2019-01-07 10:00:00,24,23,50,12,66.81
2019-01-07 11:00:00,33,11,36,12,64.3
2019-01-07 12:00:00,12,9,30,13,60.46
2019-01-07 13:00:00,29,18,56,11,66.75
2019-01-07 14:00:00,27,39,52,12,55.0
2019-01-07 15:00:00,37,32,56,1,63.23
2019-01-07 16:00:00,45,37,43,14,65.38
2019-01-07 17:00:00,33,12,49,6,74.55
2019-01-07 18:00:00,23,21,66,9,70.17
2019-01-07 19:00:00,23,27,38,9,62.67
2019-01-07 20:00:00,23,22,54,17,65.49
2019-01-07 21:00:00,38,21,34,5,70.57
2019-01-07 22:00:00,20,19,32,6,63.76
2019-01-07 23:00:00,14,7,65,13,73.74
2019-01-08 00:00:00,20,37,34,11,55.0
2019-01-08 01:00:00,8,40,54,5,55.0
2019-01-08 02:00:00,12,8,49,6,71.66
2019-01-08 03:00:00,11,21,59,14,67.09
2019-01-08 04:00:00,37,25,50,15,70.23
2019-01-08 05:00:00,35,35,55,2,62.28
2019-01-08 06:00:00,34,42,63,7,65.38
2019-01-08 07:00:00,25,21,60,13,66.49
2019-01-08 08:00:00,35,33,56,2,62.58
2019-01-08 09:00:00,14,40,36,3,55.0
2019-01-08 10:00:00,42,36,36,2,64.59
2019-01-08 11:00:00,27,16,48,9,60.42
2019-01-08 12:00:00,43,36,54,8,69.23
2019-01-08 13:00:00,13,21,54,5,55.0
2019-01-08 14:00:00,26,6,59,2,78.74
2019-01-08 15:00:00,34,34,33,11,55.0
2019-01-08 16:00:00,26,36,36,14,56.06
2019-01-08 17:00:00,24,18,35,3,63.83
2019-01-08 18:00:00,14,22,50,11,55.0
2019-01-08 19:00:00,22,19,53,14,69.69
2019-01-08 20:00:00,17,10,34,10,60.74
2019-01-08 21:00:00,19,42,62,10,55.0
2019-01-08 22:00:00,33,6,41,3,86.2
2019-01-08 23:00:00,31,26,54,17,69.31
2019-01-09 00:00:00,31,6,57,17,79.5
2019-01-09 01:00:00,21,31,31,12,64.32
2019-01-09 02:00:00,44,39,61,16,70.92
2019-01-09 03:00:00,11,29,65,10,57.33
2019-01-09 04:00:00,21,28,65,11,69.17
2019-01-09 05:00:00,12,36,35,14,55.0
2019-01-09 06:00:00,20,42,44,0,55.0
2019-01-09 07:00:00,44,37,38,3,69.12
2019-01-09 08:00:00,21,14,46,3,60.44
2019-01-09 09:00:00,42,26,66,11,78.49
2019-01-09 10:00:00,26,36,58,4,55.0
2019-01-09 11:00:00,34,16,58,7,74.02
2019-01-09 12:00:00,25,30,45,8,59.91
2019-01-09 13:00:00,18,6,64,13,67.21
2019-01-09 14:00:00,37,38,64,9,59.21
2019-01-09 15:00:00,44,28,59,0,70.52
2019-01-09 16:00:00,18,33,60,12,57.52
2019-01-09 17:00:00,37,36,54,7,60.01
2019-01-09 18:00:00,17,14,33,2,59.31
2019-01-09 19:00:00,35,22,40,11,77.42
2019-01-09 20:00:00,37,37,58,4,64.28
2019-01-09 21:00:00,25,12,42,8,75.12
2019-01-09 22:00:00,36,36,36,17,65.86
2019-01-09 23:00:00,18,16,65,4,70.49
2019-01-10 00:00:00,11,27,48,15,64.74
2019-01-10 01:00:00,11,24,61,8,61.48
2019-01-10 02:00:00,24,31,40,16,61.14
2019-01-10 03:00:00,42,36,43,15,68.22
2019-01-10 04:00:00,12,18,42,14,59.66
2019-01-10 05:00:00,25,12,43,3,68.45
2019-01-10 06:00:00,34,21,46,14,68.27
2019-01-10 07:00:00,15,28,41,6,60.96
2019-01-10 08:00:00,35,33,60,16,66.22
2019-01-10 09:00:00,19,33,42,17,55.0
2019-01-10 10:00:00,38,18,46,11,74.15
2019-01-10 11:00:00,30,40,61,16,55.0
2019-01-10 12:00:00,28,9,46,9,74.57
2019-01-10 13:00:00,14,10,30,0,64.55
2019-01-10 14:00:00,25,6,30,15,77.02
2019-01-10 15:00:00,40,40,46,9,63.98
2019-01-10 16:00:00,8,12,53,0,61.12
2019-01-10 17:00:00,36,28,64,1,73.32
2019-01-10 18:00:00,26,36,34,13,55.0
2019-01-10 19:00:00,35,34,50,16,63.65
2019-01-10 20:00:00,33,41,40,12,60.11
2019-01-10 21:00:00,24,7,46,7,81.13
2019-01-10 22:00:00,19,21,46,5,62.49
2019-01-10 23:00:00,31,24,41,7,66.97
2019-01-11 00:00:00,13,31,30,5,56.03
2019-01-11 01:00:00,30,29,32,4,68.45
2019-01-11 02:00:00,11,26,49,2,55.21
2019-01-11 03:00:00,32,17,38,10,75.39
2019-01-11 04:00:00,31,9,42,3,81.5
2019-01-11 05:00:00,11,21,33,2,61.25
2019-01-11 06:00:00,36,15,31,4,73.54
2019-01-11 07:00:00,23,26,34,14,57.7
2019-01-11 08:00:00,37,35,43,10,67.57
2019-01-11 09:00:00,9,26,36,8,55.0
2019-01-11 10:00:00,14,27,38,10,55.0
2019-01-11 11:00:00,26,7,41,10,75.52
2019-01-11 12:00:00,15,29,40,8,55.0
2019-01-11 13:00:00,20,22,30,15,55.0
2019-01-11 14:00:00,33,10,34,13,64.68
2019-01-11 15:00:00,13,13,65,3,59.61
2019-01-11 16:00:00,33,34,54,14,62.92
2019-01-11 17:00:00,11,39,34,3,55.0
2019-01-11 18:00:00,14,24,40,1,64.81
2019-01-11 19:00:00,30,42,44,7,58.18
2019-01-11 20:00:00,38,12,63,7,79.02
2019-01-11 21:00:00,14,17,62,14,60.68
2019-01-11 22:00:00,19,40,58,12,60.35
2019-01-11 23:00:00,43,12,33,1,82.15
2019-01-12 00:00:00,45,30,48,8,68.36
2019-01-12 01:00:00,30,14,47,14,74.77
2019-01-12 02:00:00,24,18,53,13,65.34
2019-01-12 03:00:00,21,23,61,9,63.31
2019-01-12 04:00:00,31,19,41,11,69.8
2019-01-12 05:00:00,30,38,50,10,55.0
2019-01-12 06:00:00,19,41,39,4,55.0
2019-01-12 07:00:00,8,24,37,10,55.0
2019-01-12 08:00:00,13,25,41,12,55.0
2019-01-12 09:00:00,44,8,57,1,75.12
2019-01-12 10:00:00,23,14,46,12,60.55
2019-01-12 11:00:00,26,7,55,4,64.85
2019-01-12 12:00:00,25,37,55,0,55.0
2019-01-12 13:00:00,37,14,43,13,70.24
2019-01-12 14:00:00,10,18,65,7,59.81
2019-01-12 15:00:00,11,37,31,7,55.0
2019-01-12 16:00:00,18,32,63,11,55.89
2019-01-12 17:00:00,26,28,30,10,59.36
2019-01-12 18:00:00,33,7,44,11,78.49
2019-01-12 19:00:00,26,26,60,17,65.86
2019-01-12 20:00:00,24,26,55,11,63.68
2019-01-12 21:00:00,43,17,41,0,78.29
2019-01-12 22:00:00,14,33,62,4,55.0
2019-01-12 23:00:00,29,40,35,8,61.98
2019-01-13 00:00:00,28,15,54,8,73.99
2019-01-13 01:00:00,25,18,49,6,75.96
2019-01-13 02:00:00,38,17,37,3,79.87
2019-01-13 03:00:00,18,36,64,1,55.0
2019-01-13 04:00:00,44,8,58,2,89.9
2019-01-13 05:00:00,20,39,30,17,55.0
2019-01-13 06:00:00,28,34,33,7,64.78
2019-01-13 07:00:00,27,23,32,17,55.94
2019-01-13 08:00:00,40,27,45,6,68.44
2019-01-13 09:00:00,24,39,45,5,55.0
2019-01-13 10:00:00,18,34,56,8,55.0
2019-01-13 11:00:00,8,16,55,17,55.0
2019-01-13 12:00:00,21,7,30,10,55.0
2019-01-13 13:00:00,39,30,47,0,61.06
2019-01-13 14:00:00,8,11,59,4,56.54
2019-01-13 15:00:00,42,9,63,17,70.13
2019-01-13 16:00:00,28,42,40,2,55.0
2019-01-13 17:00:00,13,23,31,15,55.0
2019-01-13 18:00:00,19,30,35,16,57.11
2019-01-13 19:00:00,29,14,42,3,69.69
2019-01-13 20:00:00,19,9,46,10,77.26
2019-01-13 21:00:00,12,8,42,10,65.62
2019-01-13 22:00:00,33,19,33,14,73.68
2019-01-13 23:00:00,33,6,42,14,79.61
2019-01-14 00:00:00,12,21,40,1,55.06
2019-01-14 01:00:00,18,18,48,5,66.33
2019-01-14 02:00:00,17,25,32,16,63.71
2019-01-14 03:00:00,33,27,59,6,72.79
2019-01-14 04:00:00,35,17,45,4,73.48
2019-01-14 05:00:00,35,22,41,11,64.59
2019-01-14 06:00:00,43,8,63,3,86.13
2019-01-14 07:00:00,37,17,57,2,75.21
2019-01-14 08:00:00,20,42,35,14,55.0
2019-01-14 09:00:00,12,42,35,2,55.0
2019-01-14 10:00:00,31,23,30,16,55.0
2019-01-14 11:00:00,42,40,50,4,61.89
2019-01-14 12:00:00,45,24,43,1,69.31
2019-01-14 13:00:00,16,10,43,13,66.82
2019-01-14 14:00:00,16,38,48,3,55.0
2019-01-14 15:00:00,9,21,49,6,55.0
2019-01-14 16:00:00,13,28,30,6,55.0
2019-01-14 17:00:00,29,30,33,9,57.2
2019-01-14 18:00:00,28,17,59,8,67.37
2019-01-14 19:00:00,22,33,65,3,59.22
2019-01-14 20:00:00,19,24,60,4,59.82
2019-01-14 21:00:00,39,19,63,3,77.57
2019-01-14 22:00:00,25,17,47,0,78.76
2019-01-14 23:00:00,38,33,60,11,75.27
2019-01-15 00:00:00,44,15,62,8,86.82
2019-01-15 01:00:00,20,10,63,1,81.29
2019-01-15 02:00:00,15,38,35,5,55.0
2019-01-15 03:00:00,44,18,35,12,89.88
2019-01-15 04:00:00,32,29,44,5,65.4
2019-01-15 05:00:00,19,32,48,7,65.77
2019-01-15 06:00:00,31,37,65,13,70.14
2019-01-15 07:00:00,27,29,41,12,55.0
2019-01-15 08:00:00,42,32,60,12,74.06
2019-01-15 09:00:00,17,36,62,6,55.0
2019-01-15 10:00:00,45,40,65,8,62.02
2019-01-15 11:00:00,43,7,37,15,80.19
2019-01-15 12:00:00,14,33,38,15,55.0
2019-01-15 13:00:00,14,12,38,1,61.5
2019-01-15 14:00:00,28,38,57,15,55.0
2019-01-15 15:00:00,9,7,55,16,63.06
2019-01-15 16:00:00,19,15,45,16,68.73
2019-01-15 17:00:00,24,13,33,4,68.67
2019-01-15 18:00:00,44,28,49,9,71.2
2019-01-15 19:00:00,45,6,57,0,89.42
2019-01-15 20:00:00,13,6,47,1,64.11
2019-01-15 21:00:00,41,24,39,10,72.01
2019-01-15 22:00:00,11,41,51,3,55.0
2019-01-15 23:00:00,36,25,54,4,77.88
2019-01-16 00:00:00,40,22,51,5,80.29
2019-01-16 01:00:00,41,30,62,8,77.91
2019-01-16 02:00:00,16,26,41,2,61.56
2019-01-16 03:00:00,41,20,52,14,75.95
2019-01-16 04:00:00,12,27,61,12,65.22
2019-01-16 05:00:00,27,6,37,14,72.79
2019-01-16 06:00:00,25,15,40,16,70.35
2019-01-16 07:00:00,20,30,31,10,55.16
2019-01-16 08:00:00,8,18,43,6,57.97
2019-01-16 09:00:00,37,8,31,17,72.62
2019-01-16 10:00:00,20,10,57,10,70.68
2019-01-16 11:00:00,33,38,33,8,60.89
2019-01-16 12:00:00,23,18,55,7,66.89
2019-01-16 13:00:00,22,6,51,0,69.35
2019-01-16 14:00:00,41,32,66,17,65.08
2019-01-16 15:00:00,11,25,42,14,63.78
2019-01-16 16:00:00,35,22,42,12,64.3
2019-01-16 17:00:00,36,39,38,3,63.68
2019-01-16 18:00:00,22,17,49,16,68.15
2019-01-16 19:00:00,17,27,38,3,58.38
2019-01-16 20:00:00,8,33,34,4,55.0
2019-01-16 21:00:00,43,28,65,1,75.06
2019-01-16 22:00:00,44,13,55,5,87.33
2019-01-16 23:00:00,17,31,34,5,60.48
2019-01-17 00:00:00,9,33,52,14,65.73
2019-01-17 01:00:00,12,10,41,5,72.35
2019-01-17 02:00:00,10,12,36,17,66.98
2019-01-17 03:00:00,39,30,47,5,73.65
2019-01-17 04:00:00,41,10,59,9,91.08
2019-01-17 05:00:00,13,38,30,10,55.0
2019-01-17 06:00:00,36,10,43,14,76.39
2019-01-17 07:00:00,14,42,64,13,55.0
2019-01-17 08:00:00,21,30,44,15,57.96
2019-01-17 09:00:00,30,22,33,16,66.43
2019-01-17 10:00:00,35,15,45,2,66.14
2019-01-17 11:00:00,41,18,55,1,78.06
2019-01-17 12:00:00,9,33,66,8,55.0
2019-01-17 13:00:00,15,33,53,2,55.0
2019-01-17 14:00:00,18,13,31,8,60.95
2019-01-17 15:00:00,19,26,59,10,63.77
2019-01-17 16:00:00,45,42,58,4,60.29
2019-01-17 17:00:00,37,15,54,1,76.02
2019-01-17 18:00:00,20,31,63,17,61.87
2019-01-17 19:00:00,44,12,58,6,85.36
2019-01-17 20:00:00,26,36,38,15,61.49
2019-01-17 21:00:00,27,12,45,11,77.5
2019-01-17 22:00:00,24,17,48,11,68.85
2019-01-17 23:00:00,13,22,48,14,69.47
2019-01-18 00:00:00,43,19,53,4,80.03
2019-01-18 01:00:00,8,12,55,3,64.15
2019-01-18 02:00:00,14,29,33,17,61.82
2019-01-18 03:00:00,16,6,51,12,68.74
2019-01-18 04:00:00,18,42,31,5,55.0
2019-01-18 05:00:00,13,7,48,11,63.85
2019-01-18 06:00:00,8,18,45,7,66.56
2019-01-18 07:00:00,33,40,37,15,65.4
2019-01-18 08:00:00,44,11,66,9,79.54
2019-01-18 09:00:00,12,8,39,5,62.48
2019-01-18 10:00:00,19,33,32,12,55.0
2019-01-18 11:00:00,27,8,43,13,66.49
2019-01-18 12:00:00,43,39,58,6,61.46
2019-01-18 13:00:00,34,22,30,13,62.57
2019-01-18 14:00:00,37,38,48,4,55.0
2019-01-18 15:00:00,30,15,45,4,68.1
2019-01-18 16:00:00,23,11,62,14,67.86
2019-01-18 17:00:00,15,41,30,11,55.0
2019-01-18 18:00:00,40,34,30,0,63.47
2019-01-18 19:00:00,38,39,50,12,61.65
2019-01-18 20:00:00,8,17,36,5,61.88
2019-01-18 21:00:00,35,20,56,4,76.64
2019-01-18 22:00:00,11,27,40,7,62.16
2019-01-18 23:00:00,36,22,50,8,76.5
2019-01-19 00:00:00,39,14,31,16,77.39
2019-01-19 01:00:00,12,19,55,7,65.29
2019-01-19 02:00:00,24,28,49,5,55.5
2019-01-19 03:00:00,12,7,30,13,74.18
2019-01-19 04:00:00,29,18,39,9,70.13
2019-01-19 05:00:00,43,16,32,0,84.78
2019-01-19 06:00:00,11,8,31,11,58.1
2019-01-19 07:00:00,23,10,55,9,63.84
2019-01-19 08:00:00,44,24,45,10,71.54
2019-01-19 09:00:00,19,9,59,3,66.5
2019-01-19 10:00:00,13,18,39,8,55.44
2019-01-19 11:00:00,26,26,56,11,58.83
2019-01-19 12:00:00,27,38,52,12,55.0
2019-01-19 13:00:00,33,9,54,12,65.14
2019-01-19 14:00:00,19,22,60,17,58.42
2019-01-19 15:00:00,44,9,56,9,73.37
2019-01-19 16:00:00,27,21,57,7,58.07
2019-01-19 17:00:00,18,23,57,9,57.09
2019-01-19 18:00:00,44,35,46,5,68.1
2019-01-19 19:00:00,43,22,56,5,83.1
2019-01-19 20:00:00,26,40,61,12,61.4
2019-01-19 21:00:00,8,11,57,5,69.79
2019-01-19 22:00:00,30,7,52,13,81.19
2019-01-19 23:00:00,29,6,32,13,78.49
2019-01-20 00:00:00,13,19,46,17,72.88
2019-01-20 01:00:00,32,13,32,2,69.77
2019-01-20 02:00:00,39,9,33,6,79.11
2019-01-20 03:00:00,12,14,43,13,62.1
2019-01-20 04:00:00,35,42,47,7,63.74
2019-01-20 05:00:00,13,35,49,11,55.0
2019-01-20 06:00:00,36,6,63,13,82.92
2019-01-20 07:00:00,23,39,58,15,55.22
2019-01-20 08:00:00,8,13,45,4,59.82
2019-01-20 09:00:00,44,21,42,4,73.91
2019-01-20 10:00:00,14,18,56,8,62.72
2019-01-20 11:00:00,30,20,40,9,62.02
2019-01-20 12:00:00,14,34,62,16,55.0
2019-01-20 13:00:00,43,32,58,0,61.62
2019-01-20 14:00:00,36,27,55,4,59.76
2019-01-20 15:00:00,38,29,39,16,69.79
2019-01-20 16:00:00,24,32,53,11,55.0
2019-01-20 17:00:00,25,12,60,12,71.61
2019-01-20 18:00:00,32,20,32,4,68.99
2019-01-20 19:00:00,37,9,36,11,81.93
2019-01-20 20:00:00,40,32,49,6,61.98
2019-01-20 21:00:00,8,22,43,13,60.41
2019-01-20 22:00:00,33,29,56,1,68.53
2019-01-20 23:00:00,12,26,44,5,55.71
2019-01-21 00:00:00,18,16,66,11,69.2
2019-01-21 01:00:00,39,11,41,10,85.99
2019-01-21 02:00:00,17,41,43,15,55.92
2019-01-21 03:00:00,38,16,30,14,75.77
2019-01-21 04:00:00,25,10,39,0,67.84
2019-01-21 05:00:00,16,17,38,1,58.14
2019-01-21 06:00:00,20,39,58,6,56.36
2019-01-21 07:00:00,28,15,42,17,63.07
2019-01-21 08:00:00,37,42,37,8,56.23
2019-01-21 09:00:00,31,23,41,16,74.04
2019-01-21 10:00:00,43,37,50,1,64.24
2019-01-21 11:00:00,40,30,59,17,68.02
2019-01-21 12:00:00,36,7,66,1,71.81
2019-01-21 13:00:00,30,24,31,14,55.14
2019-01-21 14:00:00,19,21,61,15,62.29
2019-01-21 15:00:00,23,13,44,5,63.59
2019-01-21 16:00:00,12,26,59,5,58.64
2019-01-21 17:00:00,22,9,31,10,67.66
2019-01-21 18:00:00,43,31,53,12,84.13
2019-01-21 19:00:00,24,36,64,2,57.08
2019-01-21 20:00:00,12,9,31,4,66.56
2019-01-21 21:00:00,32,23,59,13,68.86
2019-01-21 22:00:00,44,30,34,14,77.53
2019-01-21 23:00:00,40,8,66,2,88.71
2019-01-22 00:00:00,18,20,57,16,64.59
2019-01-22 01:00:00,25,15,63,15,74.22
2019-01-22 02:00:00,28,7,63,15,86.57
2019-01-22 03:00:00,17,35,41,4,61.73
2019-01-22 04:00:00,18,22,45,12,58.23
2019-01-22 05:00:00,16,33,55,2,55.0
2019-01-22 06:00:00,45,27,36,3,80.12
2019-01-22 07:00:00,36,38,41,1,60.5
2019-01-22 08:00:00,39,42,33,8,59.47
2019-01-22 09:00:00,39,28,62,12,72.51
2019-01-22 10:00:00,44,19,39,3,67.76
2019-01-22 11:00:00,12,21,45,3,55.0
2019-01-22 12:00:00,41,36,46,4,60.89
2019-01-22 13:00:00,10,21,43,3,58.06
2019-01-22 14:00:00,26,25,58,14,65.87
2019-01-22 15:00:00,30,13,63,3,74.69
2019-01-22 16:00:00,21,42,51,5,55.0
2019-01-22 17:00:00,13,30,60,5,59.34
2019-01-22 18:00:00,15,18,34,3,60.48
2019-01-22 19:00:00,39,27,65,16,75.91
2019-01-22 20:00:00,20,20,34,3,68.64
2019-01-22 21:00:00,19,11,32,8,76.91
2019-01-22 22:00:00,43,38,30,10,68.76
2019-01-22 23:00:00,13,38,39,4,55.0
2019-01-23 00:00:00,42,36,60,8,78.55
2019-01-23 01:00:00,42,19,41,3,86.15
2019-01-23 02:00:00,30,15,59,8,75.44
2019-01-23 03:00:00,14,7,45,0,66.68
2019-01-23 04:00:00,13,33,33,7,59.0
2019-01-23 05:00:00,18,18,47,6,58.87
2019-01-23 06:00:00,29,39,38,6,55.0
2019-01-23 07:00:00,13,38,40,1,55.0
2019-01-23 08:00:00,25,10,49,17,70.48
2019-01-23 09:00:00,12,39,59,0,55.0
2019-01-23 10:00:00,28,11,51,2,70.61
2019-01-23 11:00:00,8,24,38,1,55.0
2019-01-23 12:00:00,34,23,56,17,64.4
2019-01-23 13:00:00,10,41,55,5,55.0
2019-01-23 14:00:00,15,30,38,7,55.0
2019-01-23 15:00:00,14,38,61,13,55.0
2019-01-23 16:00:00,39,28,61,0,63.25
2019-01-23 17:00:00,10,36,52,1,55.0
2019-01-23 18:00:00,24,37,40,3,57.86
2019-01-23 19:00:00,30,37,43,12,68.2
2019-01-23 20:00:00,27,21,46,17,65.28
2019-01-23 21:00:00,33,20,36,11,73.68
2019-01-23 22:00:00,38,42,41,15,60.03
2019-01-23 23:00:00,22,33,34,15,57.99
2019-01-24 00:00:00,39,39,35,4,67.29
2019-01-24 01:00:00,20,27,57,3,62.75
2019-01-24 02:00:00,45,40,34,2,63.35
2019-01-24 03:00:00,27,32,47,14,58.34
2019-01-24 04:00:00,35,33,45,12,58.83
